Property_ID,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score,Bungalow,Container Home,Duplex,Single-family home,Once in a day - Evening,Once in a day - Morning,Once in two days
0x43a4,508,4.0,2,1,0.0,0,5.83,1,1,98.0,4.17,86.66,0,0,0,0,0,0,0
0xaf7f,106,1.0,1,2,0.0,0,7.1,2,1,91.0,3.54,88.65,0,0,0,0,0,0,0
0xa87d,451,4.0,1,0,1.0,0,5.84,1,1,84.0,3.56,68.34,0,0,0,0,0,0,0
0x8e81,482,3.0,1,1,0.0,1,6.17,0,1,101.0,4.79,82.88,0,0,0,0,0,0,0
0xab16,217,1.0,1,1,1.0,0,6.82,0,1,115.0,3.82,72.43,0,0,0,0,0,1,0
0x1e1f,362,4.0,3,1,1.0,0,3.81,0,0,82.0,4.26,68.04,0,0,0,0,0,0,0
0x6e16,242,4.0,2,1,0.0,1,5.78,0,1,108.0,4.78,83.08,0,0,0,0,0,0,0
0x98f2,904,1.0,1,0,0.0,1,7.12,3,1,91.0,2.28,40.07,0,0,0,0,1,0,0
0x82f8,168,1.0,2,1,0.0,0,6.08,0,1,105.0,4.16,71.26,0,0,0,0,1,0,0
0x4940,277,1.0,2,1,0.0,1,5.59,2,1,119.0,3.51,91.24,0,0,0,0,0,0,0
0x9a27,958,1.0,3,1,0.0,1,5.98,1,1,81.0,3.87,74.1,0,0,0,0,0,1,0
0x1687,538,4.0,2,1,0.0,1,4.79,1,1,98.0,4.17,76.81,0,0,0,0,0,0,0
0x8383,191,2.0,2,1,0.0,0,7.0,0,1,158.0,4.08,79.4,0,0,0,0,1,0,0
0x5270,781,1.0,1,0,0.0,1,7.65,2,1,149.0,3.46,77.35,0,0,0,0,0,0,0
0x1642,263,1.0,1,1,0.0,0,7.05,0,1,133.0,4.43,91.63,0,0,0,0,0,1,0
0x7baa,136,3.0,2,1,0.0,1,4.15,1,1,98.0,3.86,75.3,0,0,0,0,0,1,0
0x790f,182,3.0,2,1,1.0,1,6.25,0,1,157.0,4.09,82.07,0,0,0,0,0,0,0
0xb131,491,3.0,3,1,0.0,0,5.68,0,1,100.0,4.16,90.31,0,0,0,0,1,0,0
0x6e9d,379,2.0,1,1,2.0,0,6.55,1,1,129.0,1.93,33.07,0,0,0,0,0,0,1
0x98ec,840,1.0,1,2,0.0,0,4.77,2,1,111.0,3.22,72.26,0,0,0,0,0,1,0
0x5e31,265,3.0,1,0,0.0,0,8.48,2,2,181.0,3.36,32.34,0,0,0,0,0,0,0
0x4699,304,4.0,1,1,0.0,0,5.62,1,1,84.0,3.87,83.23,0,0,0,0,0,1,0
0x6c3,812,4.0,3,1,0.0,0,6.74,0,1,123.0,4.13,88.75,0,0,0,0,1,0,0
0xa8a4,684,4.0,2,1,0.0,1,5.59,1,1,88.0,3.87,77.44,0,0,0,0,0,1,0
0x880c,112,3.0,1,2,0.0,0,6.0,1,1,95.0,4.17,70.87,0,0,0,0,0,0,0
0x904a,209,1.0,3,2,1.0,0,3.15,1,0,75.0,3.65,78.14,0,0,0,0,0,0,0
0x9c4d,497,3.0,3,2,0.0,0,6.95,0,1,104.0,4.15,75.72,0,0,0,0,1,0,0
0x50d8,699,1.0,2,0,0.0,0,6.03,0,1,151.0,4.73,77.41,0,0,0,0,0,0,0
0xb472,980,3.0,2,1,1.0,1,5.97,1,1,106.0,3.53,75.76,0,0,0,0,0,0,0
0x838b,559,3.0,2,0,0.0,0,6.79,1,1,141.0,3.79,68.45,0,0,0,0,0,1,0
0x97da,312,2.0,2,0,0.0,0,6.29,1,1,150.0,3.47,36.48,0,0,0,0,1,0,0
0x9d05,683,1.0,2,1,0.0,0,6.9,0,1,167.0,4.7,73.86,0,0,0,0,0,0,0
0xb7e8,407,1.0,1,1,1.0,0,5.37,0,1,114.0,4.15,84.91,0,0,0,0,0,0,0
0xb095,730,2.0,2,0,0.0,0,7.04,1,1,150.0,3.47,47.11,0,0,0,0,1,0,0
0x14b7,310,2.0,3,1,1.0,0,4.52,1,1,87.0,3.25,79.6,0,0,0,0,0,1,0
0x85d3,604,3.0,3,1,0.0,0,6.5,0,1,157.0,4.72,73.94,0,0,0,0,0,0,0
0x9de5,811,1.0,2,1,0.0,0,7.33,1,1,140.0,3.16,66.97,0,0,0,0,0,0,1
0x9ac1,171,3.0,3,0,1.0,0,6.87,0,1,80.0,4.18,63.83,0,0,0,0,0,0,0
0xb878,239,3.0,2,1,0.0,0,6.45,0,1,100.0,4.79,76.87,0,0,0,0,0,0,0
0x7dba,824,1.0,2,2,2.0,0,7.26,0,1,150.0,3.46,72.47,0,0,0,0,0,0,0
0xc325,373,3.0,3,1,0.0,0,5.63,1,1,85.0,3.56,78.88,0,0,0,0,1,0,0
0x8efc,207,2.0,2,1,0.0,0,7.7,0,1,160.0,4.7,75.2,0,0,0,0,0,0,0
0x5030,386,3.0,1,0,2.0,0,5.19,2,1,115.0,2.27,32.41,0,0,0,0,0,0,0
0x1727,178,4.0,3,1,0.0,0,6.66,0,0,150.0,4.47,68.4,0,0,0,0,0,1,0
0x8c62,621,1.0,2,1,0.0,1,6.1,1,1,119.0,4.14,76.86,0,0,0,0,0,0,0
0xc11f,119,3.0,3,2,0.0,0,4.18,1,1,119.0,4.15,74.28,0,0,0,0,0,0,0
0xe6d,668,4.0,3,1,0.0,1,7.28,1,1,143.0,3.79,74.62,0,0,0,0,0,1,0
0x4691,998,4.0,1,0,0.0,0,7.65,1,1,148.0,4.09,70.37,0,0,0,0,0,0,0
0x3dde,157,4.0,2,1,0.0,0,6.56,0,1,110.0,4.77,93.48,0,0,0,0,0,0,0
0x48de,484,4.0,1,0,1.0,0,4.43,0,0,98.0,3.92,63.45,0,0,0,0,0,1,0
0x6cf7,802,1.0,2,1,0.0,0,6.0,1,1,153.0,3.78,83.01,0,0,0,0,0,1,0
0xa27d,324,4.0,1,0,1.0,1,8.56,0,2,169.0,4.0,70.25,0,0,0,0,0,0,0
0xc81d,344,2.0,3,1,0.0,0,5.44,1,1,118.0,3.83,66.81,0,0,0,0,0,1,0
0x9b5a,825,3.0,1,1,0.0,0,5.82,0,1,100.0,4.79,70.71,0,0,0,0,0,0,0
0x504f,479,4.0,1,0,1.0,0,7.37,0,1,152.0,3.46,54.54,0,0,0,0,1,0,0
0x5f82,447,2.0,1,1,1.0,1,7.35,0,1,152.0,4.09,78.84,0,0,0,0,0,0,0
0x4db1,151,1.0,3,2,2.0,0,4.94,1,1,91.0,1.98,69.4,0,0,0,0,0,0,1
0x8e5a,215,4.0,1,1,0.0,0,5.68,0,1,93.0,4.49,85.41,0,0,0,0,0,1,0
0xc331,165,3.0,2,0,2.0,1,6.79,0,1,117.0,2.88,79.75,0,0,0,0,1,0,0
0x7a3d,708,2.0,3,1,0.0,0,5.53,1,1,112.0,3.52,64.61,0,0,0,0,1,0,0
0x6735,540,2.0,3,2,0.0,0,3.39,0,0,71.0,4.91,90.16,0,0,0,0,0,0,0
0x9541,880,3.0,2,1,1.0,1,6.23,0,1,156.0,4.09,78.76,0,0,0,0,0,0,0
0x9514,950,2.0,1,1,0.0,0,7.0,1,1,163.0,4.08,87.36,0,0,0,0,0,0,0
0x8d6f,620,1.0,3,1,0.0,0,5.4,0,1,95.0,4.49,88.54,0,0,0,0,0,1,0
0x2e94,220,3.0,3,1,2.0,0,4.83,1,1,114.0,2.9,59.26,0,0,0,0,0,0,0
0x92a3,474,1.0,2,1,0.0,0,5.3,0,1,98.0,4.17,82.49,0,0,0,0,1,0,0
0xb363,641,3.0,2,1,1.0,0,5.98,1,1,83.0,3.24,62.38,0,0,0,0,0,1,0
0x8be4,368,4.0,2,1,0.0,0,6.28,0,1,143.0,4.73,68.88,0,0,0,0,0,0,0
0x44de,357,2.0,2,0,0.0,0,7.74,3,1,167.0,1.87,22.88,0,0,0,0,0,0,1
0x764b,445,2.0,2,1,1.0,0,4.54,0,1,115.0,4.15,89.65,0,0,0,0,0,0,0
0x9398,814,2.0,1,2,1.0,0,5.99,0,2,94.0,4.11,73.34,0,0,0,0,0,0,0
0xb8db,618,2.0,3,1,1.0,0,7.34,2,1,101.0,2.9,62.45,0,0,0,0,0,0,0
0x390a,236,3.0,2,1,0.0,0,6.89,1,1,148.0,3.47,60.35,0,0,0,0,1,0,0
0xb43,608,3.0,1,1,0.0,0,7.05,0,1,148.0,4.41,83.26,0,0,0,0,0,1,0
0x83ef,934,2.0,3,0,0.0,0,6.61,0,1,121.0,4.13,75.59,0,0,0,0,1,0,0
0xc772,663,3.0,3,0,1.0,0,5.11,1,1,115.0,3.52,56.14,0,0,0,0,0,0,0
0x4c5f,479,1.0,2,0,1.0,0,7.46,0,1,111.0,3.83,73.69,0,0,0,0,0,1,0
0x47e1,692,1.0,1,0,0.0,0,7.48,0,1,95.0,4.79,77.81,0,0,0,0,0,0,0
0x1448,171,4.0,2,1,0.0,0,7.33,0,1,169.0,3.75,72.63,0,0,0,0,0,0,1
0x6330,488,2.0,2,1,0.0,1,6.58,0,1,169.0,4.7,82.53,0,0,0,0,0,0,0
0x9022,731,4.0,3,0,3.0,0,4.41,1,1,98.0,2.29,42.27,0,0,0,0,0,0,0
0xaf4b,746,2.0,2,1,0.0,0,6.98,1,1,85.0,4.18,86.26,0,0,0,0,0,0,0
0x3d75,484,1.0,3,1,0.0,1,5.64,1,1,81.0,3.25,86.28,0,0,0,0,0,0,1
0x53d0,435,3.0,3,1,1.0,0,7.11,3,1,139.0,1.91,45.31,0,0,0,0,0,1,0
0xc7ed,627,1.0,1,2,0.0,0,6.55,0,1,139.0,4.42,76.95,0,0,0,0,0,1,0
0x5dfe,799,4.0,2,1,1.0,0,7.92,0,1,141.0,4.1,76.41,0,0,0,0,0,0,0
0x7bb5,240,4.0,2,0,0.0,0,6.04,2,1,158.0,2.83,36.82,0,0,0,0,1,0,0
0xc7df,778,4.0,3,0,0.0,0,8.12,0,2,132.0,4.36,69.75,0,0,0,0,0,1,0
0x7a28,841,1.0,2,1,1.0,1,7.87,0,0,96.0,4.22,91.17,0,0,0,0,0,0,0
0x897,784,3.0,3,1,0.0,0,6.07,0,1,143.0,4.42,94.51,0,0,0,0,0,1,0
0x6aac,320,2.0,1,0,0.0,1,7.52,2,1,105.0,3.52,80.45,0,0,0,0,0,0,0
0x42f9,150,2.0,3,1,1.0,0,7.2,3,1,116.0,1.94,25.89,0,0,0,0,0,1,0
0x5061,233,4.0,2,1,1.0,0,6.4,0,1,155.0,4.09,90.73,0,0,0,0,0,0,0
0x4444,773,2.0,1,1,0.0,0,5.89,1,1,106.0,3.53,79.68,0,0,0,0,1,0,0
0x8e62,419,1.0,3,0,1.0,0,5.94,1,1,89.0,3.55,72.1,0,0,0,0,0,0,0
0x2080,442,4.0,2,1,1.0,1,6.59,0,1,103.0,4.16,80.46,0,0,0,0,0,0,0
0x3df6,741,4.0,1,1,0.0,1,4.11,1,1,89.0,3.56,70.07,0,0,0,0,1,0,0
0x6c5c,628,3.0,1,0,1.0,1,6.2,0,1,100.0,4.16,77.13,0,0,0,0,0,0,0
0x5d78,617,4.0,3,2,1.0,0,6.25,1,1,134.0,3.49,69.97,0,0,0,0,0,0,0
0x64af,476,1.0,1,1,0.0,0,7.2,0,1,100.0,4.78,71.05,0,0,0,0,0,0,0
0x181b,951,4.0,3,2,0.0,1,6.44,0,1,99.0,4.47,87.03,0,0,0,0,0,1,0
0xaa25,368,3.0,3,0,0.0,0,7.83,2,1,165.0,3.44,43.93,0,0,0,0,0,0,0
0x2fb5,512,4.0,1,1,2.0,0,6.17,0,1,93.0,3.54,86.58,0,0,0,0,0,0,0
0xa337,883,4.0,2,0,1.0,0,5.71,0,1,117.0,3.83,77.45,0,0,0,0,0,1,0
0x4a52,905,1.0,2,2,2.0,1,4.97,1,1,118.0,2.26,73.62,0,0,0,0,1,0,0
0x7f0e,169,3.0,3,0,0.0,1,6.32,1,1,169.0,3.76,82.15,0,0,0,0,0,1,0
0x53ed,909,1.0,3,1,0.0,1,6.12,1,1,123.0,3.82,77.69,0,0,0,0,0,1,0
0x31ed,921,3.0,2,1,1.0,0,7.69,0,1,166.0,4.07,78.96,0,0,0,0,0,0,0
0x5a57,255,3.0,1,0,1.0,0,6.37,1,1,148.0,3.16,36.17,0,0,0,0,0,1,0
0x8bc1,888,1.0,2,0,1.0,0,7.35,0,1,117.0,4.13,65.22,0,0,0,0,0,0,0
0x409c,339,1.0,3,2,1.0,1,6.76,0,1,162.0,3.45,81.13,0,0,0,0,1,0,0
0x386d,508,4.0,1,2,3.0,1,5.43,0,1,114.0,2.58,79.31,0,0,0,0,0,1,0
0x14a9,160,3.0,2,1,0.0,0,6.47,0,1,85.0,4.49,79.73,0,0,0,0,0,1,0
0x3b9b,204,4.0,2,1,0.0,0,5.69,0,1,96.0,4.48,90.25,0,0,0,0,0,1,0
0xc8ca,318,3.0,1,0,1.0,0,7.79,0,1,115.0,4.13,76.19,0,0,0,0,0,0,0
0x8626,545,4.0,3,1,1.0,0,6.21,0,1,107.0,3.52,78.28,0,0,0,0,1,0,0
0x5c02,518,3.0,3,1,0.0,0,6.8,0,1,159.0,4.71,71.02,0,0,0,0,0,0,0
0x2378,888,2.0,2,2,1.0,0,7.3,0,1,84.0,4.17,81.69,0,0,0,0,0,0,0
0x743b,492,4.0,2,0,2.0,0,6.54,2,1,107.0,2.27,32.34,0,0,0,0,0,0,0
0x9d67,687,1.0,1,0,0.0,0,5.6,2,1,104.0,3.53,41.82,0,0,0,0,0,0,0
0xab39,385,3.0,3,0,0.0,0,5.77,1,1,98.0,4.17,67.42,0,0,0,0,0,0,0
0x7a4f,689,1.0,2,1,0.0,0,7.65,0,1,95.0,4.79,71.28,0,0,0,0,0,0,0
0xba36,922,1.0,3,0,0.0,0,5.17,1,2,108.0,3.47,36.49,0,0,0,0,1,0,0
0xe07,735,4.0,2,2,1.0,0,4.92,1,1,112.0,3.21,76.67,0,0,0,0,0,1,0
0xb462,821,1.0,1,1,0.0,0,6.93,3,1,118.0,1.94,42.66,0,0,0,0,0,0,1
0x820f,675,1.0,3,2,1.0,0,7.02,0,1,147.0,4.1,77.69,0,0,0,0,0,0,0
0x81f1,828,4.0,3,1,0.0,0,7.74,0,1,152.0,4.71,74.77,0,0,0,0,0,0,0
0xb662,735,3.0,2,2,1.0,1,6.47,0,1,111.0,3.52,86.49,0,0,0,0,1,0,0
0x74fd,464,2.0,2,1,1.0,0,5.44,1,1,115.0,2.89,58.84,0,0,0,0,1,0,0
0x4b28,971,1.0,2,1,0.0,1,4.88,1,1,112.0,4.15,77.1,0,0,0,0,0,0,0
0x63fd,319,2.0,1,1,0.0,0,5.35,1,1,90.0,4.18,78.09,0,0,0,0,0,0,0
0xb231,950,1.0,3,0,2.0,0,5.33,1,1,105.0,2.59,45.15,0,0,0,0,0,1,0
0x560b,874,1.0,2,0,1.0,0,7.82,0,1,167.0,4.07,76.55,0,0,0,0,0,0,0
0x57d9,562,1.0,1,1,0.0,0,6.94,1,1,87.0,4.17,85.27,0,0,0,0,0,0,0
0x3610,235,4.0,1,1,1.0,0,4.69,1,1,85.0,3.56,81.26,0,0,0,0,0,0,0
0x5704,172,1.0,1,2,0.0,0,5.48,1,1,118.0,4.14,76.68,0,0,0,0,0,0,0
0x93f9,769,2.0,3,2,0.0,1,6.1,0,1,95.0,4.8,91.65,0,0,0,0,0,0,0
0x9b71,738,3.0,3,1,1.0,1,6.47,0,1,109.0,3.83,75.58,0,0,0,0,0,1,0
0x25c4,221,1.0,2,2,0.0,0,6.26,0,1,140.0,4.74,80.17,0,0,0,0,0,0,0
0x7b81,858,3.0,3,2,1.0,1,6.67,0,1,124.0,4.13,85.11,0,0,0,0,0,0,0
0x7f09,594,1.0,1,1,0.0,0,6.31,1,1,161.0,3.14,71.21,0,0,0,0,0,0,1
0x7d0b,296,1.0,3,1,0.0,0,7.6,3,1,90.0,2.91,68.76,0,0,0,0,0,0,0
0x3f70,723,3.0,2,0,0.0,1,8.18,0,1,139.0,4.41,68.99,0,0,0,0,0,1,0
0xad7a,502,3.0,3,1,0.0,0,8.24,2,2,153.0,3.39,58.87,0,0,0,0,0,0,0
0x697c,293,1.0,2,2,0.0,0,6.56,0,0,139.0,4.8,89.92,0,0,0,0,0,0,0
0x26d1,285,2.0,2,1,0.0,0,7.69,2,2,111.0,3.45,65.02,0,0,0,0,0,0,0
0x5c66,265,3.0,1,1,0.0,0,8.8,0,0,154.0,4.14,82.24,0,0,0,0,1,0,0
0x4955,872,2.0,1,1,1.0,0,6.3,3,1,140.0,2.23,39.62,0,0,0,0,0,0,0
0x23d4,464,4.0,1,0,0.0,0,6.14,0,1,146.0,4.1,72.02,0,0,0,0,1,0,0
0x22ad,253,2.0,3,1,0.0,0,7.18,0,1,99.0,4.78,71.49,0,0,0,0,0,0,0
0x6fa2,640,4.0,2,2,0.0,0,5.64,1,1,106.0,4.16,75.61,0,0,0,0,0,0,0
0xa68a,620,3.0,2,1,0.0,0,7.02,0,1,156.0,4.09,82.12,0,0,0,0,1,0,0
0x3e64,964,1.0,1,1,0.0,0,8.64,0,2,138.0,4.66,90.83,0,0,0,0,0,0,0
0x6eb2,914,3.0,2,2,0.0,0,8.33,3,2,144.0,2.77,64.59,0,0,0,0,0,0,0
0x2c22,388,3.0,1,1,0.0,0,5.45,1,1,106.0,3.53,65.43,0,0,0,0,1,0,0
0x1bae,311,4.0,3,1,0.0,0,5.02,1,1,94.0,4.18,84.75,0,0,0,0,0,0,0
0x40cd,482,3.0,1,2,1.0,1,6.41,0,1,98.0,3.85,92.7,0,0,0,0,0,1,0
0x86bf,821,4.0,3,0,1.0,0,5.39,1,1,91.0,3.55,58.48,0,0,0,0,0,0,0
0xc19d,542,4.0,3,0,0.0,0,7.5,0,1,85.0,4.49,75.5,0,0,0,0,0,1,0
0xb5e8,751,1.0,3,0,0.0,1,6.27,1,0,159.0,4.15,69.57,0,0,0,0,0,0,0
0x9e61,845,1.0,3,0,0.0,0,5.77,0,1,119.0,4.77,79.55,0,0,0,0,0,0,0
0x657d,396,4.0,3,2,0.0,0,6.42,0,1,91.0,4.49,81.43,0,0,0,0,0,1,0
0xb253,621,1.0,1,1,0.0,0,6.62,0,1,154.0,4.72,71.29,0,0,0,0,0,0,0
0x7c8b,117,1.0,2,1,0.0,0,6.97,0,1,131.0,4.43,75.34,0,0,0,0,0,1,0
0x4e76,223,3.0,1,2,1.0,1,4.36,1,1,107.0,3.54,81.61,0,0,0,0,0,0,0
0x24c4,516,3.0,2,1,1.0,0,5.89,2,1,85.0,2.61,63.66,0,0,0,0,0,1,0
0x33fe,458,4.0,1,1,0.0,1,6.66,0,1,149.0,4.72,87.39,0,0,0,0,0,0,0
0x2f4b,298,3.0,1,1,2.0,0,5.52,0,1,105.0,2.59,62.04,0,0,0,0,0,0,1
0x17ef,984,1.0,3,2,0.0,1,6.4,2,1,129.0,3.18,80.65,0,0,0,0,0,1,0
0x4f41,925,2.0,2,1,0.0,1,5.89,1,1,100.0,4.16,78.11,0,0,0,0,0,0,0
0x919a,681,1.0,2,2,0.0,0,5.15,1,1,94.0,4.18,77.44,0,0,0,0,0,0,0
0xa1f0,841,2.0,2,2,1.0,0,5.23,1,1,106.0,3.22,92.87,0,0,0,0,0,1,0
0x437e,908,2.0,1,1,0.0,0,7.64,1,1,87.0,4.17,73.67,0,0,0,0,0,0,0
0x1c8d,466,2.0,1,1,0.0,0,6.34,0,1,135.0,4.43,92.05,0,0,0,0,0,1,0
0x5630,917,4.0,3,2,1.0,1,5.81,2,1,93.0,2.6,76.78,0,0,0,0,0,1,0
0x767,547,1.0,2,1,3.0,0,8.5,2,2,168.0,1.49,26.83,0,0,0,0,0,0,0
0x4c60,631,2.0,1,1,0.0,0,5.51,0,1,103.0,3.85,83.31,0,0,0,0,0,0,1
0xbf74,713,2.0,1,0,0.0,1,6.06,0,1,112.0,4.46,72.87,0,0,0,0,0,1,0
0x7941,345,4.0,3,0,0.0,0,5.57,1,1,81.0,3.56,46.66,0,0,0,0,1,0,0
0xb525,487,4.0,1,0,1.0,0,6.6,0,1,122.0,4.13,75.2,0,0,0,0,0,0,0
0x7c42,362,4.0,3,1,0.0,1,5.97,1,1,85.0,3.87,72.86,0,0,0,0,0,1,0
0xa114,155,3.0,3,2,0.0,0,4.59,1,1,113.0,4.16,75.26,0,0,0,0,0,0,0
0x2f00,749,4.0,2,0,0.0,1,7.81,0,1,115.0,4.76,73.99,0,0,0,0,0,0,0
0xc7cc,164,3.0,1,0,1.0,0,8.35,0,2,173.0,3.37,27.98,0,0,0,0,1,0,0
0x6215,107,4.0,2,1,1.0,0,6.73,1,2,136.0,3.42,60.27,0,0,0,0,0,0,0
0xa267,513,2.0,3,1,0.0,0,6.83,0,1,104.0,4.47,83.9,0,0,0,0,0,1,0
0x9e48,548,1.0,1,2,0.0,0,7.13,0,1,121.0,4.13,76.24,0,0,0,0,1,0,0
0xb3b3,866,4.0,2,0,1.0,0,5.53,0,1,83.0,3.56,55.21,0,0,0,0,1,0,0
0x7423,110,3.0,1,2,1.0,0,7.25,2,1,156.0,2.2,70.29,0,0,0,0,1,0,0
0xc84c,606,2.0,3,1,0.0,0,7.12,2,1,96.0,2.91,67.48,0,0,0,0,1,0,0
0xb41f,766,4.0,2,0,0.0,0,5.69,1,1,101.0,3.85,59.25,0,0,0,0,0,1,0
0x70b3,996,1.0,1,1,2.0,0,4.07,2,1,96.0,2.3,65.39,0,0,0,0,0,0,0
0x65bf,362,2.0,1,2,0.0,1,7.49,0,1,107.0,4.46,92.5,0,0,0,0,0,1,0
0xa71c,762,3.0,1,1,0.0,1,7.38,0,1,146.0,4.72,85.42,0,0,0,0,0,0,0
0x7182,797,1.0,1,1,1.0,0,4.78,1,1,106.0,3.22,75.2,0,0,0,0,0,1,0
0x59b6,616,4.0,2,1,0.0,1,6.49,3,1,99.0,2.28,80.38,0,0,0,0,1,0,0
0xf08,816,3.0,3,1,0.0,0,6.94,0,1,102.0,4.78,75.64,0,0,0,0,0,0,0
0x286e,376,2.0,1,1,0.0,0,7.21,0,0,95.0,4.85,76.06,0,0,0,0,0,0,0
0x2981,262,2.0,1,1,2.0,0,6.68,1,1,121.0,2.56,64.74,0,0,0,0,0,1,0
0xb03a,652,1.0,2,1,0.0,0,5.69,1,1,114.0,3.83,75.48,0,0,0,0,0,1,0
0x7cdf,962,2.0,3,1,0.0,0,6.29,0,1,149.0,4.41,92.19,0,0,0,0,0,1,0
0x3a04,588,1.0,1,1,2.0,1,3.68,1,0,83.0,3.01,70.44,0,0,0,0,0,0,0
0x7ffb,239,3.0,2,1,0.0,0,4.58,0,1,102.0,4.8,69.62,0,0,0,0,0,0,0
0x3928,971,2.0,2,0,0.0,0,6.57,0,2,103.0,4.09,56.35,0,0,0,0,1,0,0
0x2896,254,2.0,1,1,0.0,0,7.15,0,1,113.0,4.77,91.37,0,0,0,0,0,0,0
0x8478,767,4.0,2,0,0.0,0,5.23,1,1,87.0,3.87,66.47,0,0,0,0,0,1,0
0x58c4,829,4.0,2,1,0.0,0,6.07,1,1,83.0,3.56,65.11,0,0,0,0,1,0,0
0x1fa1,989,1.0,3,0,0.0,0,6.6,0,1,161.0,4.4,75.55,0,0,0,0,0,1,0
0x9c4e,716,2.0,2,1,0.0,0,7.34,1,1,140.0,4.1,81.93,0,0,0,0,0,0,0
0x9aba,680,1.0,1,0,0.0,0,5.41,1,1,104.0,3.53,48.32,0,0,0,0,1,0,0
0xc57c,461,4.0,1,0,0.0,0,8.2,3,2,133.0,2.48,27.85,0,0,0,0,0,1,0
0x301a,192,2.0,3,1,0.0,0,6.16,2,1,151.0,2.53,37.02,0,0,0,0,0,0,1
0x9720,343,1.0,3,0,0.0,0,7.61,3,1,90.0,2.91,29.52,0,0,0,0,0,0,0
0x6be3,665,3.0,3,1,0.0,0,6.76,0,1,83.0,4.18,87.25,0,0,0,0,1,0,0
0xc16d,705,1.0,1,0,0.0,0,5.76,1,1,110.0,3.21,37.72,0,0,0,0,0,0,1
0x92eb,608,3.0,2,1,1.0,0,6.41,0,1,170.0,4.07,91.69,0,0,0,0,0,0,0
0x3e91,803,1.0,1,1,0.0,0,7.34,0,1,151.0,4.09,74.56,0,0,0,0,1,0,0
0xa7e2,143,4.0,1,2,0.0,0,7.27,3,1,83.0,2.92,70.54,0,0,0,0,0,0,0
0xf07,256,1.0,2,1,0.0,0,6.69,0,1,131.0,4.75,90.42,0,0,0,0,0,0,0
0xbaba,749,2.0,3,0,0.0,1,6.21,0,1,155.0,4.41,73.94,0,0,0,0,0,1,0
0x796e,844,2.0,1,1,0.0,1,8.12,0,2,141.0,4.66,78.44,0,0,0,0,0,0,0
0xbc56,726,3.0,3,1,0.0,1,6.48,0,1,97.0,4.79,88.46,0,0,0,0,0,0,0
0x99e8,739,2.0,3,1,0.0,0,7.44,3,1,154.0,2.83,74.74,0,0,0,0,0,0,0
0xbe04,899,2.0,3,1,1.0,0,7.61,0,1,102.0,4.15,83.48,0,0,0,0,0,0,0
0x71b2,502,2.0,3,1,2.0,1,6.64,0,1,89.0,3.23,72.45,0,0,0,0,0,1,0
0x1b57,807,2.0,1,0,0.0,1,6.9,0,1,130.0,3.81,84.8,0,0,0,0,0,0,1
0x9cf0,375,3.0,1,1,0.0,0,9.16,0,2,171.0,4.62,90.53,0,0,0,0,0,0,0
0xdf2,401,3.0,2,2,0.0,0,5.14,0,1,96.0,4.8,85.02,0,0,0,0,0,0,0
0xc2cb,869,2.0,2,1,1.0,0,5.17,0,1,104.0,3.85,84.36,0,0,0,0,0,1,0
0xc32c,618,4.0,2,2,1.0,0,4.86,0,1,100.0,3.23,85.16,0,0,0,0,0,0,1
